#Version 2

#MOB
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     30000
Vnum      16234
MinCaste  0
Flags     16
End       
#MOB
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     60000
Vnum      16235
MinCaste  0
Flags     16
End       
#MOB
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     70000
Vnum      16236
MinCaste  0
Flags     16
End       
#MOB
Tree      0
Corn      0
Grain     0
Iron      200
Gold      0
Stone     0
Coins     125000
Vnum      16237
MinCaste  0
Flags     32
End       
#MOB
Tree      0
Corn      0
Grain     0
Iron      500
Gold      0
Stone     0
Coins     200000
Vnum      16238
MinCaste  0
Flags     64
End       
#MOB
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     125000
Vnum      16252
MinCaste  0
Flags     16
End       
#MOB
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     5000
Vnum      16301
MinCaste  0
Flags     66570
End       
#MOB
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     9000
Vnum      16302
MinCaste  0
Flags     572523530
End       
#MOB
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     12000
Vnum      16303
MinCaste  0
Flags     1049610
End       
#MOB
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     15000
Vnum      16304
MinCaste  0
Flags     573309962
End       
#MOB
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     20000
Vnum      16305
MinCaste  0
Flags     573309962
End       
#MOB
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     30000
Vnum      16306
MinCaste  0
Flags     1145578506
End       
#MOB
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     45000
Vnum      16307
MinCaste  0
Flags     -2004212726
End       
#MOB
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     70000
Vnum      16308
MinCaste  0
Flags     -2004212726
End       
#MOB
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     100000
Vnum      16309
MinCaste  0
Flags     286417930&1
End       
#MOB
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     200000
Vnum      16310
MinCaste  0
Flags     286450826&401
End       
#MOB
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     16000
Vnum      16299
MinCaste  0
Flags     260
End       
#MOB
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     30000
Vnum      16253
MinCaste  0
Flags     16
End       
#MOB
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     8000
Vnum      16311
MinCaste  0
Flags     138&32770
End       
#MOB
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     12000
Vnum      16312
MinCaste  0
Flags     138&32898
End       
#MOB
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     17000
Vnum      16313
MinCaste  0
Flags     138&32902
End       
#MOB
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     25000
Vnum      16314
MinCaste  0
Flags     138&65676
End       
#MOB
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     35000
Vnum      16315
MinCaste  0
Flags     138&67724
End       
#MOB
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     45000
Vnum      16316
MinCaste  0
Flags     138&24588
End       
#MOB
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     65000
Vnum      16317
MinCaste  0
Flags     138&133272
End       
#MOB
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     90000
Vnum      16318
MinCaste  0
Flags     138&134328
End       
#MOB
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     135000
Vnum      16319
MinCaste  0
Flags     138&162992
End       
#MOB
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     500000
Vnum      16320
MinCaste  0
Flags     138&31968
End       
#MOB
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     10000
Vnum      16321
MinCaste  0
Flags     4106&33587200
End       
#MOB
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     15000
Vnum      16322
MinCaste  0
Flags     4106&33587456
End       
#MOB
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     20000
Vnum      16323
MinCaste  0
Flags     4106&34111744
End       
#MOB
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     30000
Vnum      16324
MinCaste  0
Flags     4106&102269184
End       
#MOB
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     40000
Vnum      16325
MinCaste  0
Flags     4106&68976896
End       
#MOB
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     50000
Vnum      16326
MinCaste  0
Flags     4106&209846784
End       
#MOB
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     70000
Vnum      16327
MinCaste  0
Flags     4106&146604800
End       
#MOB
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     100000
Vnum      16328
MinCaste  0
Flags     4106&150799104
End       
#MOB
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     150000
Vnum      16329
MinCaste  0
Flags     135178&419234560
End       
#MOB
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     500000
Vnum      16330
MinCaste  0
Flags     135178&301728512
End       
#OBJECT
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     3000
Vnum      16121
MinCaste  0
Flags     64
End       
#OBJECT
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     3000
Vnum      16122
MinCaste  0
Flags     64
End       
#OBJECT
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     3000
Vnum      16123
MinCaste  0
Flags     64
End       
#OBJECT
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     2500
Vnum      16124
MinCaste  0
Flags     64
End       
#OBJECT
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     2500
Vnum      16125
MinCaste  0
Flags     64
End       
#OBJECT
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     2500
Vnum      16126
MinCaste  0
Flags     64
End       
#OBJECT
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     7000
Vnum      16127
MinCaste  0
Flags     64
End       
#OBJECT
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     500
Vnum      16071
MinCaste  0
Flags     64
End       
#OBJECT
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     500
Vnum      16119
MinCaste  0
Flags     64
End       
#OBJECT
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     500
Vnum      16120
MinCaste  0
Flags     64
End       
#OBJECT
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     1200
Vnum      16070
MinCaste  0
Flags     64
End       
#OBJECT
Tree      500
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     1000
Vnum      16101
MinCaste  0
Flags     160
End       
#OBJECT
Tree      1000
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     3000
Vnum      16102
MinCaste  0
Flags     160
End       
#OBJECT
Tree      2500
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     10000
Vnum      16103
MinCaste  0
Flags     160
End       
#OBJECT
Tree      3500
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     30000
Vnum      16104
MinCaste  0
Flags     160
End       
#OBJECT
Tree      6000
Corn      0
Grain     0
Iron      2000
Gold      1000
Stone     0
Coins     150000
Vnum      16100
MinCaste  0
Flags     160
End       
#OBJECT
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     1000
Coins     5000
Vnum      16105
MinCaste  0
Flags     160
End       
#OBJECT
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     2000
Coins     8000
Vnum      16106
MinCaste  0
Flags     160
End       
#OBJECT
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     2000
Coins     10000
Vnum      16107
MinCaste  0
Flags     160
End       
#OBJECT
Tree      2000
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     20000
Vnum      16113
MinCaste  0
Flags     36
End       
#OBJECT
Tree      4000
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     50000
Vnum      16114
MinCaste  0
Flags     36
End       
#OBJECT
Tree      7000
Corn      0
Grain     0
Iron      1000
Gold      0
Stone     0
Coins     100000
Vnum      16115
MinCaste  0
Flags     36
End       
#OBJECT
Tree      10000
Corn      0
Grain     0
Iron      2500
Gold      0
Stone     0
Coins     300000
Vnum      16116
MinCaste  0
Flags     36
End       
#OBJECT
Tree      15000
Corn      0
Grain     0
Iron      5000
Gold      1500
Stone     0
Coins     800000
Vnum      16117
MinCaste  0
Flags     36
End       
#OBJECT
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     100000
Vnum      16118
MinCaste  0
Flags     176
End       
#OBJECT
Tree      0
Corn      0
Grain     0
Iron      1000
Gold      0
Stone     0
Coins     50000
Vnum      16108
MinCaste  0
Flags     72
End       
#OBJECT
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     40000
Vnum      16134
MinCaste  0
Flags     290
End       
#OBJECT
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     40000
Vnum      16135
MinCaste  0
Flags     290
End       
#OBJECT
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     40000
Vnum      16136
MinCaste  0
Flags     290
End       
#OBJECT
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     40000
Vnum      16137
MinCaste  0
Flags     290
End       
#OBJECT
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     70000
Vnum      16130
MinCaste  0
Flags     290
End       
#OBJECT
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     70000
Vnum      16131
MinCaste  0
Flags     290
End       
#OBJECT
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     70000
Vnum      16132
MinCaste  0
Flags     290
End       
#OBJECT
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     70000
Vnum      16133
MinCaste  0
Flags     290
End       
#OBJECT
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     100000
Vnum      16109
MinCaste  0
Flags     290
End       
#OBJECT
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     100000
Vnum      16110
MinCaste  0
Flags     290
End       
#OBJECT
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     100000
Vnum      16111
MinCaste  0
Flags     290
End       
#OBJECT
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     100000
Vnum      16112
MinCaste  0
Flags     290
End       
#OBJECT
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     800000
Vnum      16138
MinCaste  0
Flags     290
End       
#OBJECT
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     800000
Vnum      16139
MinCaste  0
Flags     290
End       
#OBJECT
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     800000
Vnum      16140
MinCaste  0
Flags     290
End       
#OBJECT
Tree      0
Corn      0
Grain     0
Iron      0
Gold      0
Stone     0
Coins     800000
Vnum      16141
MinCaste  0
Flags     290
End       
#TRAINER
Name      Robert~
Sn1       'armor'
Sn2       'jagged spike'
Sn3       'jagged stone'
Sn4       'faerie fire'
Sn5       'fire arrow'
Sn6       'fire blast'
Sn7       'detect magic'
Sn8       'wind chill'
Sn9       'wind gust'
Sn10      'reserved'
Sn11      'reserved'
Sn12      'reserved'
Sn13      'reserved'
Sn14      'reserved'
Sn15      'reserved'
Sn16      'reserved'
Sn17      'reserved'
Sn18      'reserved'
Sn19      'reserved'
Sn20      'reserved'
Mastery1  5
Mastery2  5
Mastery3  5
Mastery4  5
Mastery5  5
Mastery6  5
Mastery7  5
Mastery8  5
Mastery9  5
Mastery10 0
Mastery11 0
Mastery12 0
Mastery13 0
Mastery14 0
Mastery15 0
Mastery16 0
Mastery17 0
Mastery18 0
Mastery19 0
Mastery20 0
Cost      10000
Pid       1
End       
#TRAINER
Name      John~
Sn1       'armor'
Sn2       'jagged spike'
Sn3       'jagged stone'
Sn4       'faerie fire'
Sn5       'fire arrow'
Sn6       'fire blast'
Sn7       'detect magic'
Sn8       'wind chill'
Sn9       'wind gust'
Sn10      'reserved'
Sn11      'reserved'
Sn12      'reserved'
Sn13      'reserved'
Sn14      'reserved'
Sn15      'reserved'
Sn16      'reserved'
Sn17      'reserved'
Sn18      'reserved'
Sn19      'reserved'
Sn20      'reserved'
Mastery1  6
Mastery2  6
Mastery3  6
Mastery4  6
Mastery5  6
Mastery6  6
Mastery7  6
Mastery8  6
Mastery9  6
Mastery10 0
Mastery11 0
Mastery12 0
Mastery13 0
Mastery14 0
Mastery15 0
Mastery16 0
Mastery17 0
Mastery18 0
Mastery19 0
Mastery20 0
Cost      25000
Pid       2
End       
#TRAINER
Name      William~
Sn1       'cold ball'
Sn2       'create water'
Sn3       'frozen dart'
Sn4       'wizardry style'
Sn5       'energy blast'
Sn6       'power drain'
Sn7       'weaken'
Sn8       'energy blast'
Sn9       'power drain'
Sn10      'weaken'
Sn11      'reserved'
Sn12      'reserved'
Sn13      'reserved'
Sn14      'reserved'
Sn15      'reserved'
Sn16      'reserved'
Sn17      'reserved'
Sn18      'reserved'
Sn19      'reserved'
Sn20      'reserved'
Mastery1  5
Mastery2  5
Mastery3  5
Mastery4  5
Mastery5  5
Mastery6  5
Mastery7  5
Mastery8  5
Mastery9  5
Mastery10 5
Mastery11 0
Mastery12 0
Mastery13 0
Mastery14 0
Mastery15 0
Mastery16 0
Mastery17 0
Mastery18 0
Mastery19 0
Mastery20 0
Cost      10000
Pid       3
End       
#TRAINER
Name      Jane~
Sn1       'cold ball'
Sn2       'create water'
Sn3       'frozen dart'
Sn4       'wizardry style'
Sn5       'energy blast'
Sn6       'power drain'
Sn7       'weaken'
Sn8       'energy blast'
Sn9       'power drain'
Sn10      'weaken'
Sn11      'reserved'
Sn12      'reserved'
Sn13      'reserved'
Sn14      'reserved'
Sn15      'reserved'
Sn16      'reserved'
Sn17      'reserved'
Sn18      'reserved'
Sn19      'reserved'
Sn20      'reserved'
Mastery1  6
Mastery2  6
Mastery3  6
Mastery4  6
Mastery5  6
Mastery6  6
Mastery7  6
Mastery8  6
Mastery9  6
Mastery10 6
Mastery11 0
Mastery12 0
Mastery13 0
Mastery14 0
Mastery15 0
Mastery16 0
Mastery17 0
Mastery18 0
Mastery19 0
Mastery20 0
Cost      25000
Pid       4
End       
#TRAINER
Name      Jamie~
Sn1       'blindness'
Sn2       'earthquake'
Sn3       'create fire'
Sn4       'create food'
Sn5       'minor invocation'
Sn6       'word of recall'
Sn7       'create spring'
Sn8       'reserved'
Sn9       'reserved'
Sn10      'reserved'
Sn11      'reserved'
Sn12      'reserved'
Sn13      'reserved'
Sn14      'reserved'
Sn15      'reserved'
Sn16      'reserved'
Sn17      'reserved'
Sn18      'reserved'
Sn19      'reserved'
Sn20      'reserved'
Mastery1  5
Mastery2  5
Mastery3  5
Mastery4  5
Mastery5  5
Mastery6  5
Mastery7  5
Mastery8  0
Mastery9  0
Mastery10 0
Mastery11 0
Mastery12 0
Mastery13 0
Mastery14 0
Mastery15 0
Mastery16 0
Mastery17 0
Mastery18 0
Mastery19 0
Mastery20 0
Cost      10000
Pid       5
End       
#TRAINER
Name      Ryan~
Sn1       'blindness'
Sn2       'earthquake'
Sn3       'create fire'
Sn4       'create food'
Sn5       'minor invocation'
Sn6       'word of recall'
Sn7       'create spring'
Sn8       'reserved'
Sn9       'reserved'
Sn10      'reserved'
Sn11      'reserved'
Sn12      'reserved'
Sn13      'reserved'
Sn14      'reserved'
Sn15      'reserved'
Sn16      'reserved'
Sn17      'reserved'
Sn18      'reserved'
Sn19      'reserved'
Sn20      'reserved'
Mastery1  6
Mastery2  6
Mastery3  6
Mastery4  6
Mastery5  6
Mastery6  6
Mastery7  6
Mastery8  0
Mastery9  0
Mastery10 0
Mastery11 0
Mastery12 0
Mastery13 0
Mastery14 0
Mastery15 0
Mastery16 0
Mastery17 0
Mastery18 0
Mastery19 0
Mastery20 0
Cost      25000
Pid       6
End       
#TRAINER
Name      Nrion~
Sn1       'cure light'
Sn2       'divine style'
Sn3       'cause light'
Sn4       'refresh'
Sn5       'cause light'
Sn6       'refresh'
Sn7       'bless'
Sn8       'reserved'
Sn9       'reserved'
Sn10      'reserved'
Sn11      'reserved'
Sn12      'reserved'
Sn13      'reserved'
Sn14      'reserved'
Sn15      'reserved'
Sn16      'reserved'
Sn17      'reserved'
Sn18      'reserved'
Sn19      'reserved'
Sn20      'reserved'
Mastery1  5
Mastery2  5
Mastery3  5
Mastery4  5
Mastery5  5
Mastery6  5
Mastery7  5
Mastery8  0
Mastery9  0
Mastery10 0
Mastery11 0
Mastery12 0
Mastery13 0
Mastery14 0
Mastery15 0
Mastery16 0
Mastery17 0
Mastery18 0
Mastery19 0
Mastery20 0
Cost      10000
Pid       7
End       
#TRAINER
Name      Criya~
Sn1       'cure light'
Sn2       'divine style'
Sn3       'cause light'
Sn4       'refresh'
Sn5       'cause light'
Sn6       'refresh'
Sn7       'bless'
Sn8       'reserved'
Sn9       'reserved'
Sn10      'reserved'
Sn11      'reserved'
Sn12      'reserved'
Sn13      'reserved'
Sn14      'reserved'
Sn15      'reserved'
Sn16      'reserved'
Sn17      'reserved'
Sn18      'reserved'
Sn19      'reserved'
Sn20      'reserved'
Mastery1  6
Mastery2  6
Mastery3  6
Mastery4  6
Mastery5  6
Mastery6  6
Mastery7  6
Mastery8  0
Mastery9  0
Mastery10 0
Mastery11 0
Mastery12 0
Mastery13 0
Mastery14 0
Mastery15 0
Mastery16 0
Mastery17 0
Mastery18 0
Mastery19 0
Mastery20 0
Cost      25000
Pid       8
End       
#TRAINER
Name      Joni~
Sn1       'defensive style'
Sn2       'evasive style'
Sn3       'standard style'
Sn4       'aid'
Sn5       'doorbash'
Sn6       'reserved'
Sn7       'reserved'
Sn8       'reserved'
Sn9       'reserved'
Sn10      'reserved'
Sn11      'reserved'
Sn12      'reserved'
Sn13      'reserved'
Sn14      'reserved'
Sn15      'reserved'
Sn16      'reserved'
Sn17      'reserved'
Sn18      'reserved'
Sn19      'reserved'
Sn20      'reserved'
Mastery1  5
Mastery2  5
Mastery3  5
Mastery4  5
Mastery5  5
Mastery6  0
Mastery7  0
Mastery8  0
Mastery9  0
Mastery10 0
Mastery11 0
Mastery12 0
Mastery13 0
Mastery14 0
Mastery15 0
Mastery16 0
Mastery17 0
Mastery18 0
Mastery19 0
Mastery20 0
Cost      10000
Pid       9
End       
#TRAINER
Name      Floyd~
Sn1       'defensive style'
Sn2       'evasive style'
Sn3       'standard style'
Sn4       'aid'
Sn5       'doorbash'
Sn6       'reserved'
Sn7       'reserved'
Sn8       'reserved'
Sn9       'reserved'
